y_true,y_pred
109.934283060225,113.175122754173
97.2347139765763,93.3838911724132
112.953770762014,106.184550758954
130.460597128161,136.577360016569
95.3169325055333,105.626927730493
95.3172608610164,104.630062052178
131.584256310148,123.192081077921
115.348694583058,112.256570824546
90.610512281301,93.9231465953366
110.851200871719,120.606652142943
90.7316461437508,85.9399037652979
90.6854049285949,88.8288151619567
104.839245431321,93.7758956912604
61.734395106844,49.7723288660373
65.5016433497393,73.6269015736813
88.7542494151805,102.316649700889
79.7433775933115,79.0232763775082
106.284946651905,116.320275630826
81.8395184895758,85.4558787400521
71.7539259732942,65.3027284272429
129.312975378431,132.926931433515
95.4844739902693,110.864839654929
101.350564093758,100.992303702659
71.5050362757309,87.1514728338709
89.1123455094964,62.9148944685989
102.218451794197,110.43747683795
76.980128451554,77.8505991339357
107.513960366913,104.52388686
87.9872262016239,88.9048339669789
94.1661250041345,74.29043585
87.9658677554121,85.7691488770369
137.045563690179,140.616689405296
99.7300555052413,114.508995952657
78.845781420882,73.6630792381455
116.450898242064,108.365962213132
75.5831270005796,70.5655565647342
104.177271900095,113.331293077116
60.8065975224045,64.0941086190013
73.4362790220314,68.138676984361
103.937224717382,109.069899048516
114.769331599908,115.740107093389
103.427365623799,113.113815529128
97.6870343522352,90.6665034134617
93.9779260882142,90.7013046222365
70.4295601926515,66.5084786613299
85.6031158321058,70.9679663507847
90.7872245808042,93.74842735145
121.142444524378,123.752997246177
106.872365791369,106.923500357794
64.7391968927453,62.3933255589939
