var1,var2
-0.0163937799973059,0.588724752941338
0.75426332430945,0.0764394064046863
-1.15682854538021,-1.46484155176372
0.177426725412312,-0.174888404921785
-2.50164566368448,1.53631585196766
0.630729882379721,0.536866509441369
0.238583746163037,0.226935696109895
1.06178566520255,0.598469423826914
-0.836618846245445,-0.328464528981509
0.566904272356059,-0.31328585701484
0.844988635411277,-2.59348356231008
-0.498073179889681,0.997010954065069
-0.752527182747532,0.889785440810168
0.54917541320065,-1.03363737632838
0.871660985252176,0.404651654087785
1.30895220212386,-1.5427134109143
-1.4858249612341,-0.926319939463019
-0.191547598452581,-1.31858794384974
0.786400639109797,0.639634743566833
-0.0129599386567359,0.489419671876188
0.848808582793188,-1.72300241603678
-0.174933694431954,0.269082370286745
0.2891119737732,0.723105593253402
-0.761247772296704,-0.8483201
-0.556091258395415,0.191200489595562
-0.137356122748538,-1.47727907510079
0.369309983650919,-0.511035134956318
2.41512867681351,0.0307209251948483
-1.50226777663038,-1.22545337309806
0.642227144960885,1.02444238813353
