variable,target
-1.13660221183104,-13.1529217381834
-1.41855602922339,-36.3166454429833
1.7448141483393,1.7448141483393
-0.232182255944091,-15.8227727744102
-0.489337216884652,-24.08151057217
0.289094203803935,41.1565853583114
1.33158650412952,101.416370417741
-0.529296080999488,-24.0575244312998
1.12878515310988,4.93381892737164
-0.174600210592941,44.8502649112167
1.0282740779827,-2.04692872263106
-0.939433359762551,21.0011431024218
0.660231551226313,-32.9804400216162
0.24454397664799,-1.35827539608677
-0.697810030471715,-27.1814520087005
0.989072457499439,63.3499115695457
-1.85618548061115,-91.3051814556481
-0.501728899594867,34.6347200108907
0.400209988252348,20.8816805750463
1.12369125340942,42.5859150078381
0.826998622662265,39.0925899744999
-0.215789892330522,-22.9872706266254
1.39799637709358,71.5995586193739
1.20303737381221,45.0668078322331
-0.0259053368161862,8.84144091496029
-1.04513253751444,-9.69540794941225
0.708160019926604,60.3666187199353
0.715278974398405,25.8122671497658
0.312169936313222,-0.370490170603434
-0.0811221838169461,-23.0173668684726
-1.95451212000151,-46.3659327166156
0.26551158569212,-5.18700994603941
0.1351368784486,-1.82358235759179
-1.99439376974106,-34.1326750513717
-0.121905691161889,-44.8186378947266
-2.1317121084816,-75.9468995400621
1.30847308086348,40.0158411465251
-0.731969502001208,-10.3592218430423
-0.362499183155641,-0.537063880788542
-0.804591142269955,-86.7234756617881
-0.00838384992852226,-9.55551220488236
0.314753778811734,-5.38946001421133
1.98508459142573,61.1673641224281
-0.11227247119416,-12.9492192321512
0.22863013012466,-38.7815041625327
0.266070164000551,9.63793449399082
0.62133597389048,-18.5671228060198
0.918269151479415,48.3737490007223
0.108548525714969,11.6965064832544
0.0895876125895161,43.3297480181025
0.39334121708174,6.30058530639358
0.00429143093403324,-6.05796278385174
0.433026189953598,-19.3274653995494
-0.36218044714224,-0.705687396674035
0.0991492158352436,9.59826593872981
-0.350871891439871,-27.0334507937503
1.48453700183658,48.0927508653274
0.132708295759951,-0.302901244907737
0.195013279233093,-32.27624513632
0.842224738382656,20.2704676300965
0.319356421091224,38.9558959657008
0.71195901651984,8.15105244875441
-0.753892960747699,-24.6606668969594
-0.0619120294924043,-12.025427072929
0.613204184859639,32.1310955231767
-0.720085560718897,-39.3874797734779
0.620600663008613,48.1960003836258
-0.0488305113387531,-4.55252132888871
0.460902901671718,-25.0869573335745
1.25647226375516,-1.46804718684049
0.445137612830348,20.4251613219264
0.203580797327479,-32.735758927337
2.39470366488454,-10.9818697399872
0.21726514511804,3.89842938058538
-0.337632337085531,30.8231523040904
1.04618285680826,19.2051346768189
-0.965065670516763,-13.835187718141
-1.54540029211127,-68.804969439436
-0.476142014927337,-42.2945406097837
-0.14742025772702,9.78097368356177
-1.97772828065791,-69.2580392002843
-0.212697638710512,24.8480136987018
-0.222773699103,11.2720893602128
-0.339140246063435,-0.252268690748252
-1.74337229589891,-51.5655597904823
-0.0658478477112012,22.103321894337
-0.798008817672244,-39.8555313177574
-0.271247987965781,-31.2721202484144
-0.549309014105479,-35.9888088828375
-0.267317188673569,44.8964658038234
2.4676510564346,113.582941767496
-1.50832148716322,-54.6252949906346
-0.482093138835479,-42.4837243170893
-1.07980488578528,-9.44511643318094
1.67262221330783,92.3421020653046
2.3849673307111,82.3673348112898
0.565152669656627,57.4679786217241
0.917458937510429,95.4635274619441
1.10770823478265,40.4820743347865
-0.539879071332701,-0.0640875401938104
