x1,x2
-6.73071675945344,5.54813236395407
-4.61318730650985,-5.14493657813297
-4.83370945789495,-5.41288120492586
3.16066998953419,0.558722503794836
3.40039344734616,-0.225235796589142
-5.43528600304451,-5.18177693998485
4.16814049018964,2.31123864149317
-4.40410854327804,-5.08830150354317
-5.23500479204342,-3.86711915865214
5.15971382879251,0.598212941967902
4.11702626347272,1.08428338780562
-4.7892333824052,5.78602535582142
-1.76848646375404,6.49116864996811
-4.40172182571824,-7.38868839896857
-4.76837306684593,-6.76818635042915
-4.047984512946,-5.33402737825287
-2.94726204924568,6.82495508311185
-1.35084124103815,6.96879771963799
-0.837214418340899,7.03496004475609
4.10421591749948,1.31561511258195
3.67028120411834,1.85959342619641
-6.58618609690488,5.82978360472986
-7.4403033463317,6.79441097112217
-9.61688808411912,5.12943194788564
2.96413443727276,0.91196320416028
3.77877296372891,2.89156556931772
-2.8470287080333,7.46820479543973
-2.81966449880935,7.9454404491677
-5.28782877153684,-3.83368493100724
4.03236338802559,2.64609270190071
-4.9793759492254,-4.07531214487715
-7.20987455301123,-3.70248729227417
-5.53373410341519,-4.52276811558041
-1.38102821970192,7.56781051043848
-3.38855039134896,7.66226652457347
-6.71839268670885,4.23092016685088
-6.20032989268668,-4.79779358931603
3.04566363695064,3.83592423048129
-6.45721908587883,7.50720858659451
-7.01833926966186,7.89287958091587
5.97033246475252,3.19303980253856
-6.28540335725835,-6.08475067548594
3.12677560009549,1.05946592176904
-7.47239260383666,5.37444017650857
5.9306503829169,2.93041378260989
-3.89745018888837,4.05525393832478
-2.78812918138839,6.62687844204102
3.83110183549755,2.48020029519873
-9.3208691688837,5.99684962737586
3.6277042152321,-0.414617373066604
-6.30658903931292,-4.25620204974547
-0.927838247922299,7.58018832761059
4.20180637583985,-0.464564577932823
-7.99811540669714,6.34728107694841
-1.15342024473553,5.86185839235322
-9.63347126208324,9.62411657279096
-3.28212255491353,7.77973981932088
-0.978166550599777,7.01950266660255
-3.16526625113833,8.03469065455679
-3.49661488871577,-5.0012648633815
-6.22534292566247,-5.12034935364971
-2.80150185616427,8.23434890431413
-5.53646720033293,-6.62400922550859
-6.2835812734731,6.09250176606149
2.85648812976988,1.70625202038286
0.56537480874819,7.97213172934027
-6.56869236628354,-6.02903763500885
-6.08352550768027,-3.61530355867272
3.17648294912475,-0.688913129982052
-2.64307034296265,7.82734982229469
-6.36662964353848,5.28893394445193
-2.54743666421729,7.95884882137566
2.97655664040122,1.1132938752294
-5.58962326421789,-5.54875435843257
4.89308994715438,1.32174913408198
-7.64995443192725,4.71482400248851
4.53017285653405,3.79458453803583
-1.91451612926506,6.17788786096474
4.34766808248082,3.30841809194207
-3.19022935404485,7.81628472118007
-6.99633763539056,-6.33557391197585
-1.90290161655639,6.85262008199962
-3.28850261370131,7.04057352053311
-2.32494629832775,10.4756319024662
5.00026116881421,0.346717387859313
-6.61814173262619,5.82370295597699
-6.17269189493042,-7.14785125011565
-4.01776206720065,-5.47856178253748
-2.31043988011399,5.71408908420084
-1.69829762957488,7.12209380363926
-3.18516847969974,7.76595307167458
-0.277830151562862,5.48839432114333
4.33309389354543,0.707643171368427
2.50693414888,0.657178669027632
-6.11073192297835,3.91924560227506
3.09076951013908,1.84708128911926
-7.42083572800746,3.98298936196297
-1.30312958588188,9.83997565353063
2.0228890353211,0.645155722043535
-6.44688910553056,-7.10156721889009
3.93602318635498,0.672076228328599
-8.04218642921478,6.36769158575587
-7.22490721903553,3.6005994778018
-5.15105222334989,8.19771190780893
-5.61007198031821,7.6843975947059
1.81121968079961,2.49103333452574
5.41650816657031,0.893640194653214
-1.0311374375986,5.73439172283791
-4.91086552938173,-5.19127915563207
-2.56012462359394,8.47997557402136
-5.25452251341825,6.6157923538647
-4.40080997333569,-5.85241712764714
2.4146270758626,2.3176584754857
4.57790954583436,0.223673621691911
6.64680544452267,1.73360116552286
4.00446392550792,0.901641390268511
-5.70424780946471,-5.1649917340348
-8.15510443818496,6.24804947046489
-4.5929874451769,-5.16665796585751
3.30067795608606,1.13280670795764
-1.67016785716016,6.46418947877395
-6.40845925956103,-5.84089776686089
-7.88087613527807,5.68539592754034
3.6644368843545,2.39633658399973
-7.10248771640768,4.8005687509257
-5.36020531082403,-6.67177040367862
3.12457573796061,2.83152879963547
-7.44171309776865,4.95623064569026
-5.44506966853017,-5.4553776451761
2.36463664310772,2.03742744257345
-3.57272149904802,8.01503596115471
-5.75983319803727,-3.71521631040082
3.92514427010239,-0.0238774832995359
-6.26357376386553,8.13867665427322
4.69970776973678,1.66651730777867
-4.80915863818728,7.71071056632559
-1.12119820244771,7.41707083998662
-5.23435957064905,-4.24756971148617
3.1905075960637,1.20752919899022
3.65254661739956,2.38831913775251
-2.71459580677525,8.23095141898389
-2.62399839924623,5.94037267629192
-6.40393684610467,5.96631514990526
